date,order_id,category_level_1,category_level_2,category_level_3,cost_centre,plant,plant_id,region,amount,unit_price,total,ai_result,description,supplier,supplier_country
2024-11-17,ORD-2024-09047-BM,Direct,Packaging Materials,Export crate,CC-700-Logistics,Germany-South,PLANT-DE-S,Europe,43,2086.12,89703.16,"{""description"":""High-quality recyclable packaging materials for food and beverage industry."",""supplier"":""Tetra Pak GmbH"",""supplier_country"":""DE""}",High-quality recyclable packaging materials for food and beverage industry.,Tetra Pak GmbH,DE
2024-11-12,ORD-2024-03450-BL,Non-Procureable,Government Services & Taxes,Property tax,CC-800-Admin,Brazil Plant,PLANT-BR,South America,1,20432.67,20432.67,"{""description"":""Tax compliance and advisory services for Brazilian government entities."",""supplier"":""Deloitte Brazil"",""supplier_country"":""BR""}",Tax compliance and advisory services for Brazilian government entities.,Deloitte Brazil,BR
2025-11-17,ORD-2025-03168-IA,Direct,Bearings & Seals,Deep groove ball bearing,CC-100-Production,Germany-South,PLANT-DE-S,Europe,13,4401.41,57218.33,"{""description"":""High-performance industrial bearings and seals for automotive and aerospace applications."",""supplier"":""SKF"",""supplier_country"":""SE""}",High-performance industrial bearings and seals for automotive and aerospace applications.,SKF,SE
2025-10-03,ORD-2025-02435-ES,Direct,Fasteners,Threaded rod,CC-100-Production,US-West Plant,PLANT-US-W,North America,50,2921.42,146071.0,"{""description"":""Precision fasteners for aerospace and automotive use."",""supplier"":""Fastenal Company"",""supplier_country"":""US""}",Precision fasteners for aerospace and automotive use.,Fastenal Company,US
2025-05-28,ORD-2025-09897-IY,Direct,Raw Materials,Aluminum ingot,CC-100-Production,US-West Plant,PLANT-US-W,North America,53,2910.31,154246.43,"{""description"":""High-quality raw materials for industrial manufacturing"",""supplier"":""Cargill"",""supplier_country"":""US""}",High-quality raw materials for industrial manufacturing,Cargill,US
2024-12-07,ORD-2024-02265-YR,Indirect,IT & Software,Cloud storage,CC-400-IT,US-West Plant,PLANT-US-W,North America,12,3826.07,45912.84,"{""description"":""Leading provider of enterprise software solutions and cloud services."",""supplier"":""Microsoft"",""supplier_country"":""US""}",Leading provider of enterprise software solutions and cloud services.,Microsoft,US
2025-02-06,ORD-2025-05424-VH,Direct,Sub-Assemblies,Nacelle subsystem,CC-100-Production,US-West Plant,PLANT-US-W,North America,41,3473.31,142405.71,"{""description"":""High-performance sub-assemblies for automotive and industrial applications."",""supplier"":""Bosch Rexroth"",""supplier_country"":""US""}",High-performance sub-assemblies for automotive and industrial applications.,Bosch Rexroth,US
2025-04-06,ORD-2025-02097-GM,Direct,Castings & Forgings,Tower flange,CC-100-Production,US-East Plant,PLANT-US-E,North America,25,702.57,17564.25,"{""description"":""High-strength aluminum castings for aerospace and automotive applications."",""supplier"":""Alcoa Corporation"",""supplier_country"":""US""}",High-strength aluminum castings for aerospace and automotive applications.,Alcoa Corporation,US
2024-03-17,ORD-2024-05849-II,Direct,Castings & Forgings,Housing casting,CC-100-Production,US-East Plant,PLANT-US-E,North America,75,1218.91,91418.25,"{""description"":null,""supplier"":""Alcoa"",""supplier_country"":""US,""}",null,Alcoa,"US,"
2025-04-07,ORD-2025-01861-MB,Non-Procureable,Payroll,Production wages,CC-600-HR,US-East Plant,PLANT-US-E,North America,1,21436.3,21436.3,"{""description"":""Comprehensive payroll processing and compliance solutions for mid-sized businesses."",""supplier"":""ADP"",""supplier_country"":""US""}",Comprehensive payroll processing and compliance solutions for mid-sized businesses.,ADP,US
2025-03-04,ORD-2025-07703-UC,Non-Procureable,Finance Charges,Bank fees,CC-800-Admin,Vietnam Plant,PLANT-VN,Asia,1,137773.27,137773.27,"{""description"":""Finance charge services for plant operations and procurement."",""supplier"":""Vietcombank"",""supplier_country"":""VN""}",Finance charge services for plant operations and procurement.,Vietcombank,VN
2024-06-12,ORD-2024-02417-MT,Direct,Castings & Forgings,Gear blank,CC-100-Production,Brazil Plant,PLANT-BR,South America,77,470.75,36247.75,null,null,null,null
2024-01-15,ORD-2024-02521-ED,Indirect,Marketing & Advertising,Trade show booth,CC-500-Sales,Germany-South,PLANT-DE-S,Europe,95,2029.08,192762.6,"{""description"":""Creative digital marketing and advertising solutions for local and international brands"",""supplier"":""Kreativwerk GmbH"",""supplier_country"":""DE""}",Creative digital marketing and advertising solutions for local and international brands,Kreativwerk GmbH,DE
2025-07-08,ORD-2025-09134-SG,Indirect,"MRO (Maintenance, Repair, Operations)",Vacuum pump,CC-200-Maintenance,Germany-South,PLANT-DE-S,Europe,38,1420.0,53960.0,"{""description"":""Comprehensive MRO solutions for industrial plants"",""supplier"":""Würth GmbH & Co. KG"",""supplier_country"":""DE""}",Comprehensive MRO solutions for industrial plants,Würth GmbH & Co. KG,DE
2024-01-05,ORD-2024-00837-DK,Indirect,Telecom & Connectivity,Internet service,CC-400-IT,Germany-North,PLANT-DE-N,Europe,44,2905.26,127831.44,"{""description"":""Advanced telecom connectivity equipment for data centers and enterprises."",""supplier"":""Deutsche Telekom AG"",""supplier_country"":""DE""}",Advanced telecom connectivity equipment for data centers and enterprises.,Deutsche Telekom AG,DE
2025-12-23,ORD-2025-09925-UI,Direct,Raw Materials,Copper wire,CC-100-Production,Germany-South,PLANT-DE-S,Europe,63,3841.96,242043.48,"{""description"":""High-quality raw materials for industrial manufacturing."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial manufacturing.,BASF SE,DE
2024-08-09,ORD-2024-09841-BR,Direct,Sub-Assemblies,Nacelle subsystem,CC-100-Production,Germany-South,PLANT-DE-S,Europe,25,2884.91,72122.75,"{""description"":""High-precision automotive sub-assemblies for powertrain and chassis systems."",""supplier"":""ZF Friedrichshafen AG"",""supplier_country"":""DE""}",High-precision automotive sub-assemblies for powertrain and chassis systems.,ZF Friedrichshafen AG,DE
2025-02-24,ORD-2025-06559-OS,Direct,Fasteners,High-tensile bolt,CC-100-Production,Brazil Plant,PLANT-BR,South America,95,4124.93,391868.35,"{""description"":""High-quality fasteners for industrial applications."",""supplier"":""Fastenal Brazil"",""supplier_country"":""BR""}",High-quality fasteners for industrial applications.,Fastenal Brazil,BR
2024-05-25,ORD-2024-03011-DO,Indirect,Cleaning & Janitorial,Waste bin liners,CC-800-Admin,US-East Plant,PLANT-US-E,North America,24,4735.0,113640.0,"{""description"":""High-quality cleaning solutions for industrial and commercial facilities."",""supplier"":""Ecolab"",""supplier_country"":""US""}",High-quality cleaning solutions for industrial and commercial facilities.,Ecolab,US
2025-01-18,ORD-2025-00609-LY,Indirect,"MRO (Maintenance, Repair, Operations)",Air filter,CC-200-Maintenance,US-East Plant,PLANT-US-E,North America,59,3867.43,228178.37,"{""description"":""High-quality industrial tools and safety equipment for plant maintenance."",""supplier"":""Grainger"",""supplier_country"":""US""}",High-quality industrial tools and safety equipment for plant maintenance.,Grainger,US
2025-04-18,ORD-2025-00915-FW,Direct,Components,Relay module,CC-100-Production,Brazil Plant,PLANT-BR,South America,14,867.35,12142.9,"{""description"":""High-quality electronic components for industrial automation."",""supplier"":""Molex Brazil"",""supplier_country"":""BR""}",High-quality electronic components for industrial automation.,Molex Brazil,BR
2024-09-15,ORD-2024-02681-XJ,Direct,Raw Materials,Copper wire,CC-100-Production,Germany-South,PLANT-DE-S,Europe,77,2380.74,183316.98,"{""description"":""High-quality raw materials for industrial manufacturing."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial manufacturing.,BASF SE,DE
2024-03-16,ORD-2024-03789-PQ,Direct,Packaging Materials,Export crate,CC-700-Logistics,US-West Plant,PLANT-US-W,North America,97,3432.86,332987.42,"{""description"":""High-quality corrugated boxes and protective packaging solutions."",""supplier"":""Uline"",""supplier_country"":""US""}",High-quality corrugated boxes and protective packaging solutions.,Uline,US
2024-03-15,ORD-2024-00041-WF,Indirect,Office Supplies,Notebook,CC-800-Admin,Brazil Plant,PLANT-BR,South America,79,737.8,58286.2,"{""description"":""High-quality office stationery and supplies."",""supplier"":""Bureau de Papel"",""supplier_country"":""BR""}",High-quality office stationery and supplies.,Bureau de Papel,BR
2025-05-06,ORD-2025-02064-WN,Direct,Sub-Assemblies,Nacelle subsystem,CC-100-Production,US-East Plant,PLANT-US-E,North America,8,4489.09,35912.72,"{""description"":""High-quality sub-assemblies for automotive and industrial applications."",""supplier"":""Bosch Rexroth"",""supplier_country"":""US""}",High-quality sub-assemblies for automotive and industrial applications.,Bosch Rexroth,US
2025-10-30,ORD-2025-04688-QI,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,Germany-South,PLANT-DE-S,Europe,100,275.43,27543.0,"{""description"":""High-performance blades and hub components for industrial applications."",""supplier"":""Schaeffler AG"",""supplier_country"":""DE""}",High-performance blades and hub components for industrial applications.,Schaeffler AG,DE
2025-07-08,ORD-2025-03171-DS,Direct,Bearings & Seals,Spherical roller bearing,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,19,315.39,5992.41,"{""description"":""High-performance ball bearings and seals for industrial applications."",""supplier"":""Viet Nam Bearing & Seal Co., Ltd."",""supplier_country"":""VNM""}",High-performance ball bearings and seals for industrial applications.,"Viet Nam Bearing & Seal Co., Ltd.",VNM
2025-06-14,ORD-2025-09068-BH,Indirect,"MRO (Maintenance, Repair, Operations)",Tool rental,CC-200-Maintenance,US-West Plant,PLANT-US-W,North America,54,4880.32,263537.28,"{""description"":""High-quality industrial maintenance supplies and tools for plant operations."",""supplier"":""Grainger"",""supplier_country"":""US""}",High-quality industrial maintenance supplies and tools for plant operations.,Grainger,US
2025-03-01,ORD-2025-04436-MA,Indirect,Telecom & Connectivity,VOIP subscription,CC-400-IT,Vietnam Plant,PLANT-VN,Asia,42,691.08,29025.36,"{""description"":""Advanced 5G and fiber connectivity solutions for enterprise networks"",""supplier"":""Viettel Group"",""supplier_country"":""VN""}",Advanced 5G and fiber connectivity solutions for enterprise networks,Viettel Group,VN
2025-08-04,ORD-2025-04212-XZ,Direct,Raw Materials,Copper wire,CC-100-Production,Germany-North,PLANT-DE-N,Europe,57,782.38,44595.66,"{""description"":""High-quality raw materials for industrial manufacturing."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial manufacturing.,BASF SE,DE
2024-06-30,ORD-2024-07689-MX,Direct,Packaging Materials,Stretch film,CC-700-Logistics,Vietnam Plant,PLANT-VN,Asia,60,3475.91,208554.6,"{""description"":""High-quality recyclable packaging solutions for diverse industries."",""supplier"":""Viet Nam Packaging Materials Co., Ltd."",""supplier_country"":""VNM""}",High-quality recyclable packaging solutions for diverse industries.,"Viet Nam Packaging Materials Co., Ltd.",VNM
2024-09-24,ORD-2024-07507-UB,Direct,Raw Materials,Epoxy resin,CC-100-Production,Germany-South,PLANT-DE-S,Europe,41,2395.36,98209.76,"{""description"":""High-quality raw materials for industrial manufacturing."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial manufacturing.,BASF SE,DE
2025-03-20,ORD-2025-02510-OE,Direct,Castings & Forgings,Tower flange,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,78,2271.53,177179.34,"{""description"":""High-quality castings and forgings for automotive and industrial use."",""supplier"":""Viet Nam Forging & Casting Co., Ltd."",""supplier_country"":""VNM""}",High-quality castings and forgings for automotive and industrial use.,"Viet Nam Forging & Casting Co., Ltd.",VNM
2025-06-18,ORD-2025-01167-ST,Direct,Castings & Forgings,Gear blank,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,19,4468.44,84900.36,"{""description"":""High-quality castings and forgings for industrial applications"",""supplier"":""Viet Nam Steel Corporation"",""supplier_country"":""VNM""}",High-quality castings and forgings for industrial applications,Viet Nam Steel Corporation,VNM
2024-09-20,ORD-2024-01222-QY,Direct,Raw Materials,Structural steel plate,CC-100-Production,Germany-North,PLANT-DE-N,Europe,26,4329.11,112556.86,"{""description"":""High-quality raw materials for industrial manufacturing."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial manufacturing.,BASF SE,DE
2024-02-04,ORD-2024-01217-RZ,Direct,Hydraulic Systems,Hydraulic filter,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,2,3975.52,7951.04,"{""description"":""High-performance hydraulic components for industrial applications."",""supplier"":""Sinohydraulic Co., Ltd."",""supplier_country"":""CN""}",High-performance hydraulic components for industrial applications.,"Sinohydraulic Co., Ltd.",CN
2025-02-15,ORD-2025-07639-PE,Direct,Bearings & Seals,Oil seal,CC-100-Production,Germany-North,PLANT-DE-N,Europe,82,325.2,26666.4,"{""description"":""High-performance ball bearings and precision seals for industrial machinery."",""supplier"":""SKF"",""supplier_country"":""SE""}",High-performance ball bearings and precision seals for industrial machinery.,SKF,SE
2024-05-06,ORD-2024-06113-RH,Indirect,Temporary Labor / Contracting,Site labor hire,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,88,1808.01,159104.88,null,null,null,null
2025-02-12,ORD-2025-09113-AL,Indirect,Facilities & Utilities,Electricity,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,72,3406.16,245243.52,"{""description"":""Electricity supply and maintenance services for industrial facilities."",""supplier"":""EVN"",""supplier_country"":""VN""}",Electricity supply and maintenance services for industrial facilities.,EVN,VN
2025-12-20,ORD-2025-00646-MQ,Direct,Raw Materials,Copper wire,CC-100-Production,Germany-South,PLANT-DE-S,Europe,14,1838.26,25735.64,"{""description"":""High-quality raw materials for industrial manufacturing."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial manufacturing.,BASF SE,DE
2024-02-26,ORD-2024-08978-PT,Direct,Blades & Hub Parts,Blade shear web,CC-300-Engineering,Germany-North,PLANT-DE-N,Europe,29,1128.55,32727.95,"{""description"":""High-performance blades and hub components for automotive and industrial applications."",""supplier"":""Schaeffler AG"",""supplier_country"":""DE""}",High-performance blades and hub components for automotive and industrial applications.,Schaeffler AG,DE
